rule_id,level,table,field,rule,ref_table,ref_key,ref_field,vocabulary_id,field_value,unit,rangeorder,threashold,note1,note2,note3
50434,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84',,,F,여성생식관의 폴립,,
50435,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84.0',,,F,자궁체부의 폴립,,
50436,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84.1',,,F,자궁경부의 폴립,,
50437,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84.2',,,F,질의 폴립,,
50438,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84.3',,,F,외음의 폴립,,
50439,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84.8',,,F,여성생식관의 기타 부분의 폴립,,
50440,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N84.9',,,F,여성생식관의 상세불명의 폴립,,
50441,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85',,,F,자궁경부를 제외한 자궁의 기타 비염증성 장애,,
50442,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.0',,,F,자궁내막선증식증,,
50443,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.1',,,F,자궁내막 선종성 증식증,,
50444,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.2',,,F,자궁의 비대,,
50445,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.3',,,F,자궁의 퇴축부전,,
50446,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.4',,,F,자궁의 위치이상,,
50447,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.5',,,F,자궁의 내번,,
50448,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.6',,,F,자궁내유착,,
50449,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.7',,,F,혈자궁,,
50450,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.8',,,F,자궁의 기타 명시된 비염증성 장애,,
50451,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N85.9',,,F,자궁의 상세불명의 비염증성 장애,,
50452,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N86',,,F,자궁경부의 미란 및 외반,,
50453,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N87',,,F,자궁경부의 이형성,,
50454,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N87.0',,,F,경도 자궁경부이형성,,
50455,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N87.1',,,F,중등도 자궁경부이형성,,
50456,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N87.2',,,F,달리 분류되지 않은 중증 자궁경부이형성,,
50457,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N87.9',,,F,상세불명의 자궁경부의 이형성,,
50458,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88',,,F,자궁경부의 기타 비염증성 장애,,
50459,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.0',,,F,자궁경부의 백반,,
50460,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.1',,,F,자궁경부의 오래된 열상,,
50461,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.2',,,F,자궁경부의 협착,,
50462,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.3',,,F,자궁경부의 무력증,,
50463,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.4',,,F,자궁경부의 비대성 연장,,
50464,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.8',,,F,자궁경부의 기타 명시된 비염증성 장애,,
50465,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N88.9',,,F,자궁경부의 상세불명의 비염증성 장애,,
50466,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89',,,F,질의 기타 비염증성 장애,,
50467,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.0',,,F,경도 질이형성,,
50468,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.1',,,F,중등도 질이형성,,
50469,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.2',,,F,달리 분류되지 않은 중증의 질이형성,,
50470,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.3',,,F,상세불명의 질의 이형성,,
50471,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.4',,,F,질의 백반,,
50472,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.5',,,F,질의 폐쇄 및 협착,,
50473,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.6',,,F,팽팽한 처녀막고리,,
50474,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.7',,,F,혈질(血膣),,
50475,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.8',,,F,질의 기타 명시된 비염증성 장애,,
50476,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N89.9',,,F,질의 상세불명의 비염증성 장애,,
50477,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90',,,F,외음부 및 회음부의 기타 비염증성 장애,,
50478,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.0',,,F,경도 외음이형성,,
50479,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.1',,,F,중등도 외음이형성,,
50480,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.2',,,F,달리 분류되지 않은 중증 외음이형성,,
50481,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.3',,,F,상세불명의 외음이형성,,
50482,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.4',,,F,외음의 백반,,
50483,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.5',,,F,외음의 위축,,
50484,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.6',,,F,외음의 비대,,
50485,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.7',,,F,외음낭,,
50486,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.8',,,F,외음 및 회음의 기타 명시된 비염증성 장애,,
50487,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N90.9',,,F,외음 및 회음의 상세불명의 비염증성 장애,,
50488,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91',,,F,"무월경, 소량 및 희발 월경",,
50489,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91.0',,,F,원발성 무월경,,
50490,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91.1',,,F,이차성 무월경,,
50491,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91.2',,,F,상세불명의 무월경,,
50492,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91.3',,,F,원발성 희발월경,,
50493,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91.4',,,F,이차성 희발월경,,
50494,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N91.5',,,F,상세불명의 희발월경,,
50495,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92',,,F,"과다, 빈발 및 불규칙 월경",,
50496,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.0',,,F,규칙적 주기를 가진 과다 및 빈발 월경,,
50497,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.1',,,F,불규칙적 주기를 가진 과다 및 빈발 월경,,
50498,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.2',,,F,사춘기의 과다월경,,
50499,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.3',,,F,배란출혈,,
50500,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.4',,,F,폐경전 시기의 과다출혈,,
50501,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.5',,,F,기타 명시된 불규칙월경,,
50502,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N92.6',,,F,상세불명의 불규칙월경,,
50503,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N93',,,F,기타 이상 자궁 및 질 출혈,,
50504,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N93.0',,,F,성교후 및 접촉 출혈,,
50505,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N93.8',,,F,기타 명시된 이상 자궁 및 질 출혈,,
50506,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N93.9',,,F,상세불명의 이상 자궁 및 질 출혈,,
50507,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94',,,F,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,,
50508,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.0',,,F,배란통,,
50509,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.1',,,F,성교통,,
50510,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.2',,,F,질경련,,
50511,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.3',,,F,월경전긴장증후군,,
50512,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.4',,,F,원발성 월경통,,
50513,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.5',,,F,이차성 월경통,,
50514,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.6',,,F,상세불명의 월경통,,
50515,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.8',,,F,여성생식기관 및 월경주기와 관련된 기타 명시된 병태,,
50516,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N94.9',,,F,여성생식기관 및 월경주기와 관련된 상세불명의 병태,,
50517,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95',,,F,폐경 및 기타 폐경전후 장애,,
50518,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95.0',,,F,폐경후출혈,,
50519,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95.1',,,F,폐경 및 여성의 갱년기상태,,
50520,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95.2',,,F,폐경후 위축성 질염,,
50521,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95.3',,,F,인공폐경과 관련된 상태,,
50522,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95.8',,,F,기타 명시된 폐경 및 폐경전후 장애,,
50523,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N95.9',,,F,상세불명의 폐경 및 폐경전후 장애,,
50524,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N96',,,F,습관적 유산자,,
50525,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97',,,F,여성불임,,
50526,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.0',,,F,무배란과 관련된 여성불임,,
50527,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.1',,,F,난관에서 기원한 여성불임,,
50528,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.2',,,F,자궁에서 기원한 여성불임,,
50529,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.3',,,F,자궁경부에서 기원한 여성불임,,
50530,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.4',,,F,남성요인과 관련된 여성불임,,
50531,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.8',,,F,기타 요인에서 기원한 여성불임,,
50532,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N97.9',,,F,상세불명의 여성불임,,
50533,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98',,,F,인공수정과 관련된 합병증,,
50534,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98.0',,,F,인공정액주입과 관련된 감염,,
50535,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98.1',,,F,난소의 과다자극,,
50536,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98.2',,,F,체외수정후 수정란의 자궁내이식의 합병증,,
50537,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98.3',,,F,배아이식에서 배아의 자궁내이식의 합병증,,
50538,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98.8',,,F,인공수정과 관련된 기타 합병증,,
50539,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N98.9',,,F,인공수정과 관련된 상세불명의 합병증,,
50540,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N99.2',,,F,질의 수술후 유착,,
50541,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'N99.3',,,F,자궁적출후 질원개의 탈출,,
50542,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O00',,,F,자궁외임신,,
50543,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O00.0',,,F,복강임신,,
50544,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O00.1',,,F,난관임신,,
50545,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O00.2',,,F,난소임신,,
50546,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O00.8',,,F,기타 자궁외임신,,
50547,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O00.9',,,F,상세불명의 자궁외임신,,
50548,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O01',,,F,포상기태,,
50549,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O01.0',,,F,고전적 포상기태,,
50550,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O01.1',,,F,불완전 및 부분적 포상기태,,
50551,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O01.9',,,F,상세불명의 포상기태,,
50552,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O02',,,F,기타 비정상적 수태부산물,,
50553,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O02.0',,,F,고사난자 및 비포상기태,,
50554,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O02.1',,,F,계류유산,,
50555,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O02.8',,,F,기타 명시된 비정상적 수태부산물,,
50556,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O02.9',,,F,상세불명의 비정상적 수태부산물,,
50557,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03',,,F,자연유산,,
50558,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.0',,,F,생식관 및 골반감염이 합병된 불완전 자연유산 (O08.0의 병태),,
50559,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.1',,,F,지연 또는 심한 출혈이 합병된 불완전 자연유산 (O08.1의 병태),,
50560,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.2',,,F,색전증이 합병된 불완전 자연유산 (O08.2의 병태),,
50561,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.3',,,F,기타 및 상세불명의 합병증이 동반된 불완전 자연유산 (O08.3-O08.9의 병태),,
50562,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.4',,,F,합병증이 없는 불완전 자연유산,,
50563,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.5',,,F,생식관 및 골반감염이 합병된 완전 또는 상세불명의 자연유산 (O08.0의 병태),,
50564,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.6',,,F,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 자연유산 (O08.1의 병태),,
50565,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.7',,,F,색전증이 합병된 완전 또는 상세불명의 자연유산 (O08.2의 병태),,
50566,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.8',,,F,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 자연유산 (O08.3-O08.9의 병태),,
50567,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O03.9',,,F,합병증이 없는 완전 또는 상세불명의 자연유산,,
50568,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04',,,F,의학적 유산,,
50569,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.0',,,F,생식관 및 골반감염이 합병된 불완전 의학적 유산 (O08.0의 병태),,
50570,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.1',,,F,지연 또는 심한 출혈이 합병된 불완전 의학적 유산 (O08.1의 병태),,
50571,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.2',,,F,색전증이 합병된 불완전 의학적 유산 (O08.2의 병태),,
50572,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.3',,,F,기타 및 상세불명의 합병증이 동반된 불완전 의학적 유산 (O08.3-O08.9의 병태),,
50573,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.4',,,F,합병증이 없는 불완전 의학적 유산,,
50574,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.5',,,F,생식관 및 골반감염이 합병된 완전 또는 상세불명의 의학적 유산 (O08.0의 병태),,
50575,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.6',,,F,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 의학적 유산 (O08.1의 병태),,
50576,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.7',,,F,색전증이 합병된 완전 또는 상세불명의 의학적 유산 (O08.2의 병태),,
50577,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.8',,,F,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 의학적 유산 (O08.3-O08.9의 병태),,
50578,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O04.9',,,F,합병증이 없는 완전 또는 상세불명의 의학적 유산,,
50579,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05',,,F,기타 유산,,
50580,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.0',,,F,생식관 및 골반감염이 합병된 불완전 기타 유산 (O08.0의 병태),,
50581,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.1',,,F,지연 또는 심한 출혈이 합병된 불완전 기타 유산 (O08.1의 병태),,
50582,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.2',,,F,색전증이 합병된 불완전 기타 유산 (O08.2의 병태),,
50583,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.3',,,F,기타 및 상세불명의 합병증이 동반된 불완전 기타 유산 (O08.3-O08.9의 병태),,
50584,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.4',,,F,합병증이 없는 불완전 기타 유산,,
50585,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.5',,,F,생식관 및 골반감염이 합병된 완전 또는 상세불명의 기타 유산 (O08.0의 병태),,
50586,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.6',,,F,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 기타 유산 (O08.1의 병태),,
50587,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.7',,,F,색전증이 합병된 완전 또는 상세불명의 기타 유산(O08.2의 병태),,
50588,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.8',,,F,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 기타 유산 (O08.3-O08.9의 병태),,
50589,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O05.9',,,F,합병증이 없는 완전 또는 상세불명의 기타 유산,,
50590,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06',,,F,상세불명의 유산,,
50591,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.0',,,F,생식관 및 골반감염이 합병된 불완전 상세불명의 유산 (O08.0의 병태),,
50592,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.1',,,F,지연 또는 심한 출혈이 합병된 불완전 상세불명의 유산 (O08.1의 병태),,
50593,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.2',,,F,색전증이 합병된 불완전 상세불명의 유산 (O08.2의 병태),,
50594,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.3',,,F,기타 및 상세불명의 합병증이 동반된 불완전 상세불명의 유산 (O08.3-O08.9의 병태),,
50595,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.4',,,F,합병증이 없는 불완전 상세불명의 유산,,
50596,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.5',,,F,생식관 및 골반감염이 합병된 완전 또는 상세불명의 유산 (O08.0의 병태),,
50597,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.6',,,F,지연 또는 심한 출혈이 합병된 완전 또는 상세불명의 유산 (O08.1의 병태),,
50598,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.7',,,F,색전증이 합병된 완전 또는 상세불명의 유산 (O08.2의 병태),,
50599,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.8',,,F,기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 유산 (O08.3-O08.9의 병태),,
50600,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O06.9',,,F,합병증이 없는 완전 또는 상세불명의 유산,,
50601,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07',,,F,시도된 유산의 실패,,
50602,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.0',,,F,생식관 및 골반감염이 합병된 의학적 유산의 실패,,
50603,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.1',,,F,지연 또는 심한 출혈이 합병된 의학적 유산의 실패,,
50604,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.2',,,F,색전증이 합병된 의학적 유산의 실패,,
50605,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.3',,,F,기타 및 상세불명의 합병증에 의한 의학적 유산의 실패,,
50606,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.4',,,F,합병증이 없는 의학적 유산의 실패,,
50607,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.5',,,F,생식관 및 골반 감염이 합병된 기타 및 상세불명의 시도된 유산의 실패,,
50608,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.6',,,F,지연 또는 심한 출혈이 합병된 기타 및 상세불명의 시도된 유산의 실패,,
50609,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.7',,,F,색전증이 합병된 기타 및 상세불명의 시도된 유산의 실패,,
50610,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.8',,,F,기타 및 상세불명의 합병증을 동반한 기타 및 상세불명의 시도된 유산의 실패,,
50611,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O07.9',,,F,합병증이 없는 기타 및 상세불명의 시도된 유산의 실패,,
50612,1,Diagnosis,DX,gender accuracy,Demographic,PatID,"T2.""Sex""",KCD7,'O08',,,F,"유산, 자궁외임신 및 기태임신에 따른 합병증",,
